Gas Data
Time: 0.000000e+00
radius	rho	P	T	vel	nH1	fH1	fHeI	fHII	fHeII	fHeIII	q_eff_lya
10274.2	2.1094200568079345e-28	2.6466252495641276e-16	100.0	0.0	9.584707382624588e-05	1.0	1.0	0.0	0.0	0.0	5.26777e-11
10274.94	2.117094291959732e-28	2.656253879223871e-16	100.0	0.0	9.619577297736107e-05	1.0	1.0	0.0	0.0	0.0	5.26777e-11
10275.68	2.131185381039652e-28	2.67393354052813e-16	100.0	0.0	9.683603884142e-05	1.0	1.0	0.0	0.0	0.0	5.26777e-11
10276.41	2.1542708411577123e-28	2.7028981658757817e-16	100.0	0.0	9.788498771867532e-05	1.0	1.0	0.0	0.0	0.0	5.26777e-11
10277.15	2.187740918565221e-28	2.7448920549950623e-16	100.0	0.0	9.940578912088734e-05	1.0	1.0	0.0	0.0	0.0	5.26777e-11
10277.89	2.2350044698901673e-28	2.8041921967174095e-16	100.0	0.0	0.00010155333345588707	1.0	1.0	0.0	0.0	0.0	5.26777e-11
10278.62	2.3008057859813295e-28	2.886751108613295e-16	100.0	0.0	0.00010454319011383389	1.0	1.0	0.0	0.0	0.0	5.26777e-11
10279.36	2.380953342831879e-28	2.9873098128727634e-16	100.0	0.0	0.00010818490612656226	1.0	1.0	0.0	0.0	0.0	5.26777e-11
10280.1	2.47031114831674e-28	3.099424336236e-16	100.0	0.0	0.00011224511412146454	1.0	1.0	0.0	0.0	0.0	5.26777e-11
10280.84	2.566849789907618e-28	3.2205484364684e-16	100.0	0.0	0.00011663160237816971	1.0	1.0	0.0	0.0	0.0	5.26777e-11
10281.57	2.6600173993492333e-28	3.3374430050935057e-16	100.0	0.0	0.00012086491888217526	1.0	1.0	0.0	0.0	0.0	5.26777e-11
10282.31	2.7441209651517864e-28	3.4429651935798745e-16	100.0	0.0	0.00012468638661427135	1.0	1.0	0.0	0.0	0.0	5.26777e-11
10283.05	2.8068697495273454e-28	3.521694186684794e-16	100.0	0.0	0.00012753754342826907	1.0	1.0	0.0	0.0	0.0	5.26777e-11
10283.78	2.8318288895321397e-28	3.5530096612536934e-16	100.0	0.0	0.00012867162790184672	1.0	1.0	0.0	0.0	0.0	5.26777e-11
10284.52	2.820168362691189e-28	3.5383795525369014e-16	100.0	0.0	0.00012814180105518783	1.0	1.0	0.0	0.0	0.0	5.26777e-11
10285.26	2.7757271605242936e-28	3.4826205265447646e-16	100.0	0.0	0.0001261224976114426	1.0	1.0	0.0	0.0	0.0	5.26777e-11
10286.0	2.706644079732778e-28	3.395944084197298e-16	100.0	0.0	0.0001229835253032013	1.0	1.0	0.0	0.0	0.0	5.26777e-11
10286.73	2.6237919455398185e-28	3.291992028926152e-16	100.0	0.0	0.00011921891967284075	1.0	1.0	0.0	0.0	0.0	5.26777e-11
10287.47	2.532629688612844e-28	3.1776135151675944e-16	100.0	0.0	0.00011507672165891407	1.0	1.0	0.0	0.0	0.0	5.26777e-11
10288.21	2.4431251911395657e-28	3.065314941823795e-16	100.0	0.0	0.000111009848325926	1.0	1.0	0.0	0.0	0.0	5.26777e-11
10288.94	2.3622922177055746e-28	2.9638962662037847e-16	100.0	0.0	0.00010733698859970972	1.0	1.0	0.0	0.0	0.0	5.26777e-11
10289.68	2.2885152428619265e-28	2.871330537615268e-16	100.0	0.0	0.00010398473681292392	1.0	1.0	0.0	0.0	0.0	5.26777e-11
10290.42	2.2231313161861016e-28	2.789295311536234e-16	100.0	0.0	0.00010101384534589629	1.0	1.0	0.0	0.0	0.0	5.26777e-11
10291.15	2.16380681122398e-28	2.714862657763027e-16	100.0	0.0	9.83182797147368e-05	1.0	1.0	0.0	0.0	0.0	5.26777e-11
10291.89	2.1043794026354185e-28	2.640300893936501e-16	100.0	0.0	9.561803838541632e-05	1.0	1.0	0.0	0.0	0.0	5.26777e-11
10292.63	2.0449272006129813e-28	2.5657080225418507e-16	100.0	0.0	9.291667050091808e-05	1.0	1.0	0.0	0.0	0.0	5.26777e-11
10293.37	1.9857195867682962e-28	2.4914220285019004e-16	100.0	0.0	9.022641612653099e-05	1.0	1.0	0.0	0.0	0.0	5.26777e-11
10294.1	1.9261352683659967e-28	2.4166633946998547e-16	100.0	0.0	8.751904518523358e-05	1.0	1.0	0.0	0.0	0.0	5.26777e-11
10294.84	1.8664650748236983e-28	2.341797015969009e-16	100.0	0.0	8.480777228004958e-05	1.0	1.0	0.0	0.0	0.0	5.26777e-11
10295.58	1.8117229730897053e-28	2.273113764287674e-16	100.0	0.0	8.232042024726304e-05	1.0	1.0	0.0	0.0	0.0	5.26777e-11
10296.31	1.7639550938414166e-28	2.2131808576441486e-16	100.0	0.0	8.014996044052253e-05	1.0	1.0	0.0	0.0	0.0	5.26777e-11
10297.05	1.723912949755076e-28	2.162941196158251e-16	100.0	0.0	7.83305398239326e-05	1.0	1.0	0.0	0.0	0.0	5.26777e-11
10297.79	1.6929339757991398e-28	2.1240728188463178e-16	100.0	0.0	7.692292828907825e-05	1.0	1.0	0.0	0.0	0.0	5.26777e-11
10298.53	1.666643504501987e-28	2.0910869633580188e-16	100.0	0.0	7.572835126056636e-05	1.0	1.0	0.0	0.0	0.0	5.26777e-11
10299.26	1.6407459023849499e-28	2.058594028892498e-16	100.0	0.0	7.455162528129859e-05	1.0	1.0	0.0	0.0	0.0	5.26777e-11
10300.0	1.6199265144689944e-28	2.0324725754811655e-16	100.0	0.0	7.360564138199998e-05	1.0	1.0	0.0	0.0	0.0	5.26777e-11
